REF_NO,REF_NO2,REF_NO3,DESCRIP,BRAND_LINE,BRAND_LIN2,SUPP_CODE,GROUP,MAINGROUP,MR_COST,AVE_COST,MR_LNDCOST,CURRENCY,UNITS,UNITS2,SUPP_UNIT,STK_LOC1,OP_AVCOST,MRK_COST,BATPROM1,PROMQTY,TOT_DAMQTY,LAST_RECDT,LAST_ISSDT,QTY_ORDER,EXPECTDTE,PRICE_WSCH,PRICE_RTCH,PRICE_VNCH,PRICE_UNIT,OPSTKLOC,OPENDTE,PURCCODE,SALECODE,IBCODE,BATCST1,BATLNDCST1,BATQTY1,BATDTE1,BATORD1,LAT_PRICE,CSOCODE,LST_INVNO,LST_GRVNO,CNT_ORIGN,DISCOUNT,OFF_PRICE,BAR_CODE,IB
CD-228500593,CDIOR,F228500593,DIOR ADDICT ULTRA GLOSS,0172,0172,16-120P,,,1.73,6.736,6.736,USD,PCS,1,1,0,6.736,0,0,0,0,8/18/2005,6/18/2015,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,1.73,6.7365,18,8/18/2005,10-PROM,0,,104540792, 2050300,,0,0,3348900680241,
CD-232800269,CDIOR,F232800269,ROUGE DIOR ADDICT LIPSTICK,0172,0172,16-120P,,,1.23,4.79,4.79,USD,PCS,1,1,35,4.79,0,0,0,0,8/18/2005,,0,,0,0,0,1,35,1/1/2018,18-120,19-120,25-120,1.23,4.7895,36,8/18/2005,10-PROM,0,,104540792, 2050300,,0,0,3348900701281,
CD-232800499,CDIOR,F232800499,ROUGE DIOR ADDICT LIPSTICK,0172,0172,16-120P,,,1.23,4.79,4.79,USD,PCS,1,1,36,4.79,0,0,0,0,8/18/2005,,0,,0,0,0,1,36,1/1/2018,18-120,19-120,25-120,1.23,4.7895,36,8/18/2005,10-PROM,0,,104540792, 2050300,,0,0,3348900706286,
CD-232800549,CDIOR,F232800549,ROUGE DIOR ADDICT LIPSTICK,0172,0172,16-120P,,,1.23,4.79,4.79,USD,PCS,1,1,32,4.79,0,0,0,0,8/18/2005,,0,,0,0,0,1,32,1/1/2018,18-120,19-120,25-120,1.23,4.7895,36,8/18/2005,10-PROM,0,,104540792, 2050300,,0,0,3348900706293,
CD-232800574,CDIOR,F232800574,ROUGE DIOR ADDICT LIPSTICK,0172,0172,16-120P,,,1.23,4.79,4.79,USD,PCS,1,1,34,4.79,0,0,0,0,8/18/2005,,0,,0,0,0,1,34,1/1/2018,18-120,19-120,25-120,1.23,4.7895,36,8/18/2005,10-PROM,0,,104540792, 2050300,,0,0,3348900701298,
CD-269702478,CDIOR,F269702478,MASCARA DIORSHOW,0152,0152,16-120P,,,2.22,8.644,8.644,USD,PCS,1,1,0,8.644,0,0,0,0,8/18/2005,6/18/2015,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,2.22,8.6445,14,8/18/2005,10-PROM,0,,104540792, 2050300,,0,0,3348900683846,
CD-277111-363,CDIOR,F277111363,LIP LINER PENCIL,0172,0172,16-120P,,,0.68,2.648,2.648,USD,PCS,1,1,27,2.648,0,0,0,0,8/18/2005,1/23/2012,0,,0,0,0,1,27,1/1/2018,18-120,19-120,25-120,0.68,2.6479,48,8/18/2005,10-PROM,0,,104540792, 2050300,,0,0,3348900702479,
CD-277520094,CDIOR,F277520094,INTENSE LIQUID EYELINER,0152,0152,16-120P,,,4.81,2.413,18.73,USD,PCS,1,1,65,2.413,0,6,0,0,12/9/2013,4/24/2016,0,,0,0,0,1,65,1/1/2018,18-120,19-120,25-120,4.81,18.73,6,12/9/2013,10-9697,0,,104540792, 2050300,,0,0,3348900670952,
CD-036914000,CDIOR,F036914000,AFTER SHAVE,0159,0159,16-120,,,43.72,160.949,167.448,USD,100 ML,1,1,21,160.949,160.949,0,0,0,12/24/2015,6/28/2017,0,,212.84,313,0,1,21,1/1/2018,18-120,19-120,25-120,43.72,167.4476,9,12/24/2015,10-2532,0,,104539241, 2050299,,0,0,3348900662674,
CD-046922009,CDIOR,F046922009,EDT NAT.SPRAY,0159,0159,16-120,,,46.37,177.356,177.597,USD,50 ML,1,1,20,177.356,177.356,0,0,0,3/23/2016,3/12/2018,0,,225.76,332,0,1,20,1/1/2018,18-120,19-120,25-120,46.37,177.5971,25,3/23/2016,10-2719,37.37,,104539241, 2050299,,0,0,3348900662629,
CD-046924009,CDIOR,F046924009,EDT NAT.SPRAY,0159,0159,16-120,,,65.08,243.928,249.191,USD,100 ML,1,1,7,243.928,243.928,0,0,0,10/22/2015,3/18/2018,0,,316.88,466,0,1,7,1/1/2018,18-120,19-120,25-120,65.08,249.1913,20,10/22/2015,10-2420,0,,104539241, 2050299,,0,0,3348900662636,
CD-056968000,CDIOR,F056968000,ALCOHOL FREE DEOD STICK,0159,0159,16-120,,,23.46,89.189,89.838,USD,75 ML,1,1,5,89.189,89.189,0,0,0,2/4/2015,7/24/2016,0,,135,135,135,1,5,1/1/2018,18-120,19-120,25-120,23.46,89.8377,9,2/4/2015,10-1815,17.34,,104539241, 2050299,,0,0,3348900662643,
CD-056972000,CDIOR,F056972000,AFTER SHAVE GEL,0159,0159,16-120,,,31.84,115.623,121.915,USD,70 ML,1,1,42,115.623,115.623,0,0,0,12/17/2014,11/8/2016,0,,155.04,228,0,1,42,1/1/2018,18-120,19-120,25-120,31.84,121.9154,8,12/17/2014,10-1729,0,,104539241, 2050299,,0,0,3348900662650,
CD-056978000,CDIOR,F056978000,BATH & SHOWER GEL,0159,0159,16-120,,,24.16,90.304,92.509,USD,150 ML,1,1,11,90.304,90.304,0,0,0,12/17/2014,2/2/2018,0,,117.64,173,0,1,14,1/1/2018,18-120,19-120,25-120,24.16,92.5086,4,12/17/2014,10-1729,0,,104539241, 2050299,,0,0,3348900662520,
CD-056969009,CDIOR,F056969009,DEOD NATURAL SPRAY,0159,0159,16-120,,,23.18,88.651,88.765,USD,150 ML,1,1,1,88.651,88.651,0,0,0,2/4/2015,6/26/2016,0,,133,133,133,1,1,1/1/2018,18-120,19-120,25-120,23.18,88.7655,35,2/4/2015,10-1815,17.34,,104539241, 2050299,,0,0,3348900662667,
CD-146603001,CDIOR,F146603001,EDT SOPHISTIC,1004,1004,16-120P,,,0.3,0.226,1.167,USD,1.02 ML,1,1,0,0.226,0,1500,0,0,4/25/2011,12/25/2012,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0.3,1.167,1500,4/25/2011,10-8299,0,,104512282, 2050324,,0,0,,
CD-246924009,CDIOR,F264924009,EDT NS,1005,1005,16-120P,,,4.47,1.903,17.382,USD,100 ML,1,1,7,1.903,0,2,0,0,4/6/2015,5/15/2016,0,,0,0,0,1,8,1/1/2018,18-120,19-120,25-120,4.47,17.382,2,4/6/2015,10-1976,0,,104512282, 2050324,,0,0,,
CD-256972000,CDIOR,F256972000,A/SHAVE GEL,1005,1005,16-120P,,,2.59,7.274,10.072,USD,70 ML,1,1,58,7.274,0,20,0,0,4/10/2007,7/27/2014,0,,0,0,0,1,58,1/1/2018,18-120,19-120,25-120,2.59,10.072,20,4/10/2007,10-6344,0,,104512282, 2050324,,0,0,,
CD-074305001,CDIOR,F074305001,DIORSKIN SCULPT L.SMOOTHING CONCEAL,0211,0211,16-120,,,23.18,88.06,88.779,USD,PCS,1,1,31,88.06,88.06,0,0,0,5/7/2014,5/13/2017,0,,115.6,170,0,1,31,1/1/2018,18-120,19-120,25-120,23.18,88.7794,4,5/7/2014,10-1247,0,,104540596, 2050323,,0,0,3348900675162,
CD-074305002,CDIOR,F074305002,DIORSKIN SCULPT LIFTG SMOOTHING CON,0211,0211,16-120,,,23.18,88.819,88.779,USD,PCS,1,1,5,88.819,88.819,0,0,0,5/7/2014,7/31/2016,0,,115.6,170,0,1,5,1/1/2018,18-120,19-120,25-120,23.18,88.7794,7,5/7/2014,10-1247,0,,104540596, 2050323,,0,0,3348900675155,
CD-074305003,CDIOR,F074305003,DIORSKIN SCULPT LIFTG SMOOTHNG CONC,0211,0211,16-120,,,23.18,88.771,88.779,USD,PCS,1,1,5,88.771,88.771,0,0,0,5/7/2014,9/7/2016,0,,115.6,170,0,1,5,1/1/2018,18-120,19-120,25-120,23.18,88.7794,8,5/7/2014,10-1247,0,,104540596, 2050323,,0,0,3348900675179,
CD-076362010,CDIOR,F076362010,LINE SMOOTHNG LIFTING M/UP FOUNDATI,0211,0211,16-120,,,34.64,130.686,132.671,USD,PCS,1,1,19,130.686,130.686,0,0,0,3/5/2014,12/16/2014,0,,176.12,259,0,1,19,1/1/2018,18-120,19-120,25-120,34.64,132.6712,10,3/5/2014,10-1091,0,,104540596, 2050323,,0,0,3348900695627,
CD-076362020,CDIOR,F076362020,LINE SMOOTHNG LIFTING M/UP FOUNDATI,0211,0211,16-120,,,34.64,131.102,132.671,USD,PCS,1,1,23,131.102,131.102,0,0,0,4/3/2014,4/24/2016,0,,176.12,259,0,1,23,1/1/2018,18-120,19-120,25-120,34.64,132.6712,6,4/3/2014,10-1164,26.48,,104540596, 2050323,,0,0,3348900695641,
CD-076362022,CDIOR,F076362022,LINE SMOOTHNG LIFTING M/UP FOUNDATI,0211,0211,16-120,,,34.64,127.924,132.671,USD,PCS,1,1,22,127.924,127.924,0,0,0,4/3/2014,6/15/2015,0,,176.12,259,0,1,22,1/1/2018,18-120,19-120,25-120,34.64,132.6712,6,4/3/2014,10-1164,0,,104540596, 2050323,,0,0,3348900695665,
CD-076362030,CDIOR,F076362030,LINE SOOTHNG LIFTING M/UP FOUNDATIO,0211,0211,16-120,,,34.64,129.401,132.671,USD,PCS,1,1,19,129.401,129.401,0,0,0,5/7/2014,5/31/2015,0,,176.12,259,0,1,19,1/1/2018,18-120,19-120,25-120,34.64,132.6712,5,5/7/2014,10-1247,0,,104540596, 2050323,,0,0,3348900695689,
CD-076362040,CDIOR,F076362040,LINE SOOTHIG LIFTING M/UP FOUNDATIO,0211,0211,16-120,,,34.64,130.076,132.671,USD,PCS,1,1,16,130.076,130.076,0,0,0,5/7/2014,8/11/2015,0,,176.12,259,0,1,16,1/1/2018,18-120,19-120,25-120,34.64,132.6712,3,5/7/2014,10-1247,0,,104540596, 2050323,,0,0,3348900695702,
CD-77110-513,CDIOR,F077110513,LIP LINER PENCIL,0223,0223,16-120,,,15.64,56.207,60.553,USD,PCS,1,1,6,56.207,56.207,0,0,0,12/20/2012,1/1/2015,0,,80.24,118,0,1,6,1/1/2018,18-120,19-120,25-120,15.64,60.5526,7,12/20/2012,10-9098,0,,104546320, 2050344,,60,56,3348900176508,
CD-77110-553,CDIOR,F077110553,LIP LINER PENCIL,0223,0223,16-120,,,15.64,58.438,60.553,USD,PCS,1,1,17,58.438,58.438,0,0,0,12/20/2012,6/3/2016,0,,80.24,118,0,1,17,1/1/2018,18-120,19-120,25-120,15.64,60.5526,6,12/20/2012,10-9098,0,,104546320, 2050344,,60,58,3348900088368,
CD-220081010,CDIOR,F220081010,LINE-SMOOTHING LIFTING M/UP,0162,0162,16-120P,,,2,3.744,7.798,USD,PCS,1,1,82,3.744,0,1,0,0,3/6/2014,2/27/2014,0,,0,0,0,1,82,1/1/2018,18-120,19-120,25-120,2,7.798,1,3/6/2014,10-1091,0,,104540104, 2050334,,0,0,,
CD-220081020,CDIOR,F220081020,LINE-SMOOTHING LIFTING M/UP,0162,0162,16-120P,,,2,3.812,7.798,USD,PCS,1,1,74,3.812,0,1,0,0,4/13/2014,2/27/2014,0,,0,0,0,1,74,1/1/2018,18-120,19-120,25-120,2,7.798,1,4/13/2014,10-1164,0,,104540104, 2050334,,0,0,,
CD-220081022,CDIOR,F220081022,LINE-SMOOTHING LIFTING M/UP,0162,0162,16-120P,,,2,4.476,7.798,USD,PCS,1,1,68,4.476,0,1,0,0,4/13/2014,2/27/2014,0,,0,0,0,1,68,1/1/2018,18-120,19-120,25-120,2,7.798,1,4/13/2014,10-1164,0,,104540104, 2050334,,0,0,,
CD-220081030,CDIOR,F220081030,LINE-SMOOTHING LIFTIG M/UP,0162,0162,16-120P,,,2,3.547,7.798,USD,PCS,1,1,54,3.547,0,1,0,0,4/13/2014,3/12/2014,0,,0,0,0,1,54,1/1/2018,18-120,19-120,25-120,2,7.798,1,4/13/2014,10-1164,0,,104540104, 2050334,,0,0,,
CD-220081040,CDIOR,F220081040,LINE-SMOOTHING LIFTING M/UP,0162,0162,16-120P,,,2,2.849,7.798,USD,PCS,1,1,68,2.849,0,1,0,0,4/13/2014,10/7/2013,0,,0,0,0,1,68,1/1/2018,18-120,19-120,25-120,2,7.798,1,4/13/2014,10-1164,0,,104540104, 2050334,,0,0,,
CD-220081050,CDIOR,F220081050,LINE-SMOOTHING LIFTING MN/UP,0162,0162,16-120P,,,2,4.209,7.798,USD,PCS,1,1,36,4.209,0,2,0,0,4/8/2009,11/6/2013,0,,0,0,0,1,36,1/1/2018,18-120,19-120,25-120,2,7.798,2,4/8/2009,10-7421,0,,104540104, 2050334,,0,0,,
CD-274305001,CDIOR,F274305001,SCULPT CONCEALER,1002,1002,16-120P,,,1.81,3.586,7.057,USD,PCS,1,1,64,3.586,0,3,0,0,4/7/2014,7/16/2014,0,,0,0,0,1,64,1/1/2018,18-120,19-120,25-120,1.81,7.057,3,4/6/2014,10-1160,0,,104540104, 2050334,,0,0,,
CD-274305002,CDIOR,F274305002,SCULPT CONCEALER,1002,1002,16-120P,,,1.81,1.952,7.057,USD,PCS,1,1,43,1.952,0,2,0,0,4/6/2014,7/16/2014,0,,0,0,0,1,43,1/1/2018,18-120,19-120,25-120,1.81,7.057,2,4/6/2014,10-1160,0,,104540104, 2050334,,0,0,,
CD-274305003,CDIOR,F274305003,SCULPT CONCEALER,1002,1002,16-120P,,,1.81,1.952,7.057,USD,PCS,1,1,62,1.952,0,3,0,0,5/20/2014,9/7/2014,0,,0,0,0,1,62,1/1/2018,18-120,19-120,25-120,1.81,7.057,3,5/19/2014,10-1257,0,,104540104, 2050334,,0,0,,
CD-271522019,CDIOR,F271522019,EDP N.SPRAY LTD EDITION,0371,0371,16-120P,,,6.29,24.524,24.524,USD,50 ML,1,1,0,24.524,0,0,0,0,9/18/2005,6/18/2015,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,6.29,24.5241,90,9/18/2005,10-PROM,0,,104540104, 2050334,,0,0,,
CD-130447001,CDIOR,F130447001,SORBET CRM,0195,0195,16-120P,,,0.35,0.144,1.368,USD,3 ML,1,1,570,0.144,0,3000,0,0,1/30/2007,4/22/2013,0,,0,0,0,1,570,1/1/2018,18-120,19-120,25-120,0.35,1.368,3000,1/30/2007,10-6254,0,,104512281, 2050364,,0,0,,
CD-130447002,CDIOR,F130447002,RICH CRM,0195,0195,16-120P,,,0.35,1.368,1.368,USD,3 ML,1,1,0,1.368,0,0,0,0,10/4/2005,7/3/2007,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0.35,1.3679,600,10/4/2005,10-PROM,0,,104512281, 2050364,,0,0,,
CD-130447003,CDIOR,F130447003,EXTREAM CRM,0195,0195,16-120P,,,0.35,1.368,1.368,USD,3 ML,1,1,200,1.368,0,0,0,0,10/4/2005,,0,,0,0,0,1,200,1/1/2018,18-120,19-120,25-120,0.35,1.3679,600,10/4/2005,10-PROM,0,,104512281, 2050364,,0,0,,
CD-130675000,CDIOR,F130675000,RADIAL SERUM,0195,0195,16-120P,,,0.5,0.179,1.954,USD,3 ML,1,1,250,0.179,0,700,0,0,9/19/2007,8/22/2010,0,,0,0,0,1,250,1/1/2018,18-120,19-120,25-120,0.5,1.954,700,4/10/2007,10-6344,0,,104512281, 2050364,,0,0,,
CD-130675001,CDIOR,F130675001,SORBET GEL,0195,0195,16-120P,,,0.5,1.954,1.954,USD,3 ML,1,1,0,1.954,0,0,0,0,10/4/2005,8/22/2010,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0.5,1.9541,300,10/4/2005,10-PROM,0,,104512281, 2050364,,0,0,,
CD-230453001,CDIOR,F230453001,SORBET CRM,0196,0196,16-120P,,,4.29,8.636,16.766,USD,50 ML,1,1,0,8.636,0,12,0,0,4/14/2008,1/26/2017,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,4.29,16.766,12,4/10/2007,10-6344,0,,104512281, 2050364,,0,0,,
CD-230453002,CDIOR,F230453002,RICH CRM,0196,0196,16-120P,,,4.29,11.721,16.766,USD,50 ML,1,1,0,11.721,0,12,0,0,4/14/2008,1/26/2017,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,4.29,16.766,12,4/10/2007,10-6344,0,,104512281, 2050364,,0,0,,
CD-230453003,CDIOR,F230453003,EXTREAM CRM,0196,0196,16-120P,,,4.29,11.734,16.766,USD,50 ML,1,1,0,11.734,0,12,0,0,4/14/2008,1/26/2017,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,4.29,16.766,12,4/10/2007,10-6344,0,,104512281, 2050364,,0,0,,
CD-230633000,CDIOR,F230633000,RADIAL SERUM,0196,0196,16-120P,,,4.84,9.229,18.916,USD,50 ML,1,1,0,9.229,0,18,0,0,6/10/2008,1/26/2017,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,4.84,18.916,18,6/10/2008,10-ADVMT,0,,104512281, 2050364,,0,0,,
CD-230833001,CDIOR,F230833001,SORBET GEL,0196,0196,16-120P,,,4.84,9.961,18.916,USD,50 ML,1,1,0,9.961,0,11,0,0,4/14/2008,1/26/2017,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,4.84,18.916,11,4/10/2007,10-6344,0,,104512281, 2050364,,0,0,,
CD-015500075,CDIOR,F015500075,2 COLOUR EYE SHADOW 075-05,0200,0200,16-120D,,,18.69,71.824,72.504,USD,PCS,1,1,0,71.824,71.824,0,0,0,9/30/2007,1/29/2013,0,,108.12,159,0,1,0,1/1/2018,18-120,19-120,25-120,18.69,72.5039,9,9/30/2007,10-6623,0,,104567371, 2050391,,80,72,3348900683983,
CD-061653000,CDIOR,F061653000,CAPTURE SCULPT 10 FORMG NIGHT,0343,0343,16-120,,,69.83,253.543,270.246,USD,PCS,1,1,15,253.543,253.543,0,0,0,7/9/2013,12/9/2014,0,,357,525,0,1,15,1/1/2018,18-120,19-120,25-120,69.83,270.2463,4,7/9/2013,10-9452,0,,104567371, 2050391,,60,254,3348900707337,
CD-059153000,CDIOR,F059153000,D-30 AGE SPOT CORR.CRM,0348,0348,16-120D,,,43.83,168.422,170.56,USD,50 ML,1,1,0,168.422,168.422,0,0,0,1/17/2008,1/27/2013,0,,221.68,326,0,1,0,1/1/2018,18-120,19-120,25-120,43.83,170.5596,6,1/17/2008,10-6807,0,,104567371, 2050391,,80,168,3348900679931,
CD-059807000,CDIOR,F059807000,D-30 AGE SPOT CORR.INTEN CONC,0348,0348,16-120D,,,32.94,126.677,127.732,USD,PCS,1,1,0,126.677,126.677,0,0,0,12/16/2007,4/23/2014,0,,166.6,245,0,1,0,1/1/2018,18-120,19-120,25-120,32.94,127.7318,9,12/16/2007,10-6768,0,,104567371, 2050391,,80,127,3348900682702,
CD-002748476,CDIOR,F002748476,476-INT-05,0236,0236,16-120D,,,12.1,46.397,46.859,USD,PCS,1,1,0,46.397,46.397,0,0,0,12/28/2006,1/13/2009,0,,61.2,90,0,1,0,1/1/2018,18-120,19-120,25-120,12.1,46.8586,12,12/28/2006,10-6202,0,,104567371, 2050391,,80,46,3348900693159,
CD-002748776,CDIOR,F002748776,776-INT-05,0236,0236,16-120D,,,12.1,44.96,46.789,USD,PCS,1,1,0,44.96,44.96,0,0,0,5/22/2006,1/27/2013,0,,61.2,90,0,1,0,1/1/2018,18-120,19-120,25-120,12.1,46.7885,30,5/22/2006,10-5878,0,,104567371, 2050391,,80,45,3348900693203,
CD-159108000,CDIOR,F159108000,CAPTURE ANTI-TACHES,0211,0211,16-120P,,,0.42,0.844,1.631,USD,PCS,1,1,510,0.844,0,350,0,0,9/19/2007,,0,,0,0,0,1,510,1/1/2018,18-120,19-120,25-120,0.42,1.6311,750,10/17/2005,10-PROM,0,,104567371, 2050390,,0,0,,
CD-259244000,CDIOR,F259244000,CAPTURE ANTI-TACHES,0212,0212,16-120P,,,3.33,4.423,12.933,USD,PCS,1,1,0,4.423,0,24,0,0,4/14/2008,6/18/2015,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,3.33,12.933,24,4/10/2007,10-6344,0,,104567371, 2050390,,0,0,,
CD-259807000,CDIOR,F259807000,CAPTURE ANTI TACHES CORRECTEUR,0212,0212,16-120P,,,2.18,3.643,8.466,USD,PCS,1,1,0,3.643,0,24,0,0,4/14/2008,6/18/2015,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,2.18,8.466,24,4/10/2007,10-6344,0,,104567371, 2050390,,0,0,,
CD-261653000,CDIOR,F261653000,CAPTURE SCULPT 10 REC,0212,0212,16-120P,,,5.08,12.445,19.729,USD,PCS,1,1,44,12.445,0,1,0,0,7/14/2013,12/25/2013,0,,0,0,0,1,44,1/1/2018,18-120,19-120,25-120,5.08,19.729,1,7/14/2013,10-9452,0,,104567371, 2050390,,0,0,,
CD-202748346,CDIOR,F202748346,ROUGE VELVET LIPSTICK,0172,0172,16-120P,,,1.33,2.583,5.165,USD,PCS,1,1,0,2.583,0,24,0,0,5/22/2006,6/18/2015,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,1.33,5.165,24,5/22/2006,10-5878,0,,104567371, 2050390,,0,0,,
CD-202748476,CDIOR,F202748476,ROUIGE VELVET LIPSTICK,0172,0172,16-120P,,,1.33,2.583,5.165,USD,PCS,1,1,0,2.583,0,24,0,0,5/22/2006,6/18/2015,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,1.33,5.165,24,5/22/2006,10-5878,0,,104567371, 2050390,,0,0,,
CD-202748548,CDIOR,F202748548,ROUGE VELVET LIPSTICKS,0172,0172,16-120P,,,1.33,2.583,5.165,USD,PCS,1,1,0,2.583,0,24,0,0,5/22/2006,6/18/2015,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,1.33,5.165,24,5/22/2006,10-5878,0,,104567371, 2050390,,0,0,,
CD-202748748,CDIOR,202748748,ROUGE VELVET LIPSTICK,0172,0172,16-120P,,,1.33,3.023,5.165,USD,PCS,1,1,31,3.023,0,17,0,0,5/22/2006,6/13/2007,0,,0,0,0,1,31,1/1/2018,18-120,19-120,25-120,1.33,5.165,17,5/22/2006,10-5878,0,,104567371, 2050390,,0,0,,
CD-202748765,CDIOR,F202748765,ROUGE VELVET LIPSTICK,0172,0172,16-120P,,,1.33,2.951,5.165,USD,PCS,1,1,0,2.951,0,18,0,0,5/22/2006,6/18/2015,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,1.33,5.165,18,5/22/2006,10-5878,0,,104567371, 2050390,,0,0,,
CD-202748776,CDIOR,F202748776,ROUGE VELVET LIPSTICK,0172,0172,16-120P,,,1.33,2.951,5.165,USD,PCS,1,1,0,2.951,0,18,0,0,5/22/2006,6/18/2015,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,1.33,5.165,18,5/22/2006,10-5878,0,,104567371, 2050390,,0,0,,
CD-259153000,CDIOR,F259153000,CAPTURE ANTI-TACHES,0212,0212,16-120P,,,5.44,11.978,21.124,USD,PCS,1,1,0,11.978,0,24,0,0,4/14/2008,6/18/2015,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,5.44,21.124,24,4/10/2007,10-6344,0,,104584230, 2050409,,0,0,,
CD-802742870,CDIOR,F802742870,DIOR ROUGE-870,0172,0172,16-120P,,,1.21,4.699,4.699,USD,PCS,1,1,15,4.699,0,0,0,0,11/2/2005,,0,,0,0,0,1,15,1/1/2018,18-120,19-120,25-120,1.21,4.6986,15,11/2/2005,10-PROM,0,,104584230, 2050409,,0,0,,
CD-802742840,CDIOR,F802742840,DIOR ROUGE-840,0172,0172,16-120P,,,1.21,4.699,4.699,USD,PCS,1,1,15,4.699,0,0,0,0,11/2/2005,,0,,0,0,0,1,15,1/1/2018,18-120,19-120,25-120,1.21,4.6986,15,11/2/2005,10-PROM,0,,104584230, 2050409,,0,0,,
CD-292910171,CDIOR,F292910171,DIOR PLAY EXTM GLOOS,0172,0172,16-120P,,,1.93,7.494,7.494,USD,PCS,1,1,0,7.494,0,0,0,0,11/2/2005,6/18/2015,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,1.93,7.4945,30,11/2/2005,10-PROM,0,,104584230, 2050409,,0,0,,
CD-292910151,CDIOR,F292910151,DIOR PLAY EXTM GLOSS,0172,0172,16-120P,,,1.93,7.494,7.494,USD,PCS,1,1,0,7.494,0,0,0,0,11/2/2005,6/18/2015,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,1.93,7.4945,30,11/2/2005,10-PROM,0,,104584230, 2050409,,0,0,,
CD-277450000,CDIOR,F277450000,SPARKLE SHINE GLITTER,0172,0172,16-120P,,,1.69,6.563,6.563,USD,PCS,1,1,0,6.563,0,0,0,0,11/2/2005,,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,1.69,6.5625,15,11/2/2005,10-PROM,0,,104584230, 2050409,,0,0,,
CD-228505474,CDIOR,F228505474,ADDICT PLASTIC GLOSS,0172,0172,16-120P,,,2.48,9.63,9.63,USD,PCS,1,1,0,9.63,0,0,0,0,11/2/2005,6/18/2015,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,2.48,9.6302,24,11/2/2005,10-PROM,0,,104584230, 2050409,,0,0,,
CD-228505234,CDIOR,F228505234,ADDICTPLASTIC GLOSS,0172,0172,16-120P,,,2.48,9.63,9.63,USD,PCS,1,1,0,9.63,0,0,0,0,11/2/2005,6/18/2015,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,2.48,9.6302,24,11/2/2005,10-PROM,0,,104584230, 2050409,,0,0,,
CD-200293840,CDIOR,F200293840,DIOR VERNIS,0172,0172,16-120P,,,1.03,4,4,USD,PCS,1,1,0,4,0,0,0,0,11/2/2005,6/18/2015,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,1.03,3.9997,12,11/2/2005,10-PROM,0,,104584230, 2050409,,0,0,,
CD-200293870,CDIOR,F200293870,DIOR VERNIS,0172,0172,16-120P,,,1.03,4,4,USD,PCS,1,1,0,4,0,0,0,0,11/2/2005,6/18/2015,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,1.03,3.9997,12,11/2/2005,10-PROM,0,,104584230, 2050409,,0,0,,
CD-215500075,CDIOR,F215500075,2 COLOUR EYE SHADOW,0152,0152,16-120P,,,2.12,2.42,8.232,USD,PCS,1,1,0,2.42,0,6,0,0,1/17/2008,6/18/2015,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,2.12,8.232,6,1/17/2008,10-6807,0,,104584230, 2050409,,0,0,,
CD-215500815,CDIOR,F215500815,2 COLOUR EYE SHADOW,0152,0152,16-120P,,,2.12,8.232,8.232,USD,PCS,1,1,0,8.232,0,0,0,0,11/2/2005,6/18/2015,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,2.12,8.2323,18,11/2/2005,10-PROM,0,,104584230, 2050409,,0,0,,
CD-269705000,CDIOR,F269705000,DIORSHOW ICEPEARL,0162,0162,16-120P,,,4.72,18.329,18.329,USD,PCS,1,1,0,18.329,0,0,0,0,11/2/2005,,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,4.72,18.3285,18,11/2/2005,10-PROM,0,,104584230, 2050409,,0,0,,
CD-270551007,CDIOR,F270551007,DIORSHOW POWDER,0162,0162,16-120P,,,4.23,16.426,16.426,USD,PCS,1,1,18,16.426,0,0,0,0,11/2/2005,,0,,0,0,0,1,18,1/1/2018,18-120,19-120,25-120,4.23,16.4258,18,11/2/2005,10-PROM,0,,104584230, 2050409,,0,0,,
